"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 25 19:36:52 GMT 2023","Tue Jul 25 19:36:54 GMT 2023","2205","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectRenameToInvalidNameViaSideMenu","testMultiConfigurationProjectRenameToInvalidNameViaSideMenu","Verify that the multi-configuration project can be renamed to side menu"
"passed","Tue Jul 25 19:32:56 GMT 2023","Tue Jul 25 19:32:57 GMT 2023","1759","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Tue Jul 25 19:26:46 GMT 2023","Tue Jul 25 19:26:48 GMT 2023","2063","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testDeleteStatusColumn","testDeleteStatusColumn",""
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Tue Jul 25 19:30:51 GMT 2023","Tue Jul 25 19:30:54 GMT 2023","2368","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Tue Jul 25 19:33:58 GMT 2023","Tue Jul 25 19:34:01 GMT 2023","2716","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testIsEmailPluginInstalledAndEnabled","testIsEmailPluginInstalledAndEnabled","Verify that Email Extension Plugin is installed and enabled"
"passed","Tue Jul 25 19:27:41 GMT 2023","Tue Jul 25 19:27:42 GMT 2023","605","Surefire suite","Surefire test","tests.FooterComponentTest","tests.FooterComponentTest","testFooterRestApiClickOnXmlApiDisplayXML","testFooterRestApiClickOnXmlApiDisplayXML","Verification of getting an example XML-schema"
"passed","Tue Jul 25 19:30:36 GMT 2023","Tue Jul 25 19:30:38 GMT 2023","2321","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Tue Jul 25 19:25:57 GMT 2023","Tue Jul 25 19:25:59 GMT 2023","2080","Surefire suite","Surefire test","tests.PeoplePageTest","tests.PeoplePageTest","testPeopleDeleteUser","testPeopleDeleteUser","Verify that user was deleted"
"passed","Tue Jul 25 19:38:01 GMT 2023","Tue Jul 25 19:38:03 GMT 2023","1631","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemFromOtherNonExistingName","testCreateNewItemFromOtherNonExistingName","Check if pipeline can be created from another project using not existing name"
"passed","Tue Jul 25 19:34:55 GMT 2023","Tue Jul 25 19:34:58 GMT 2023","2746","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testMoveMultiBranchPipeline","testMoveMultiBranchPipeline","Verify that the 'Multibranch Pipeline' can be moved to another folder"
"passed","Tue Jul 25 19:32:13 GMT 2023","Tue Jul 25 19:32:24 GMT 2023","10788","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testChangeDefaultView","testChangeDefaultView","Change default view on 'Jenkins Configure System' page and verify that Default view is changed on the dashboard"
"passed","Tue Jul 25 19:35:11 GMT 2023","Tue Jul 25 19:35:11 GMT 2023","137","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testConfigureFolderDisplayNameSaveFolderName","testConfigureFolderDisplayNameSaveFolderName","Verify that the previously changed folder name is saved"
"passed","Tue Jul 25 19:27:34 GMT 2023","Tue Jul 25 19:27:37 GMT 2023","2739","Surefire suite","Surefire test","tests.FooterComponentTest","tests.FooterComponentTest","testFooterLinkJenkinsIsClickable","testFooterLinkJenkinsIsClickable","Verification that the link redirect to the 'https://www.jenkins.io/'"
"passed","Tue Jul 25 19:29:12 GMT 2023","Tue Jul 25 19:29:15 GMT 2023","3420","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testAddingGitRepository","testAddingGitRepository","Check the GitHub creation button on the side menu"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testViewHasListOfItems","testViewHasListOfItems",""
"passed","Tue Jul 25 19:31:31 GMT 2023","Tue Jul 25 19:31:33 GMT 2023","2529","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testConfigureOrganizationFolderWithName","testConfigureOrganizationFolderWithName","The 'Display name' can be added to the Organization Folder"
"passed","Tue Jul 25 19:36:55 GMT 2023","Tue Jul 25 19:37:05 GMT 2023","9859","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectWithBuildStepCheckBuildSuccess","testMultiConfigurationProjectWithBuildStepCheckBuildSuccess","Verify that the assembly step verifies the success of the assembly"
"passed","Tue Jul 25 19:38:14 GMT 2023","Tue Jul 25 19:38:14 GMT 2023","493","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Tue Jul 25 19:31:41 GMT 2023","Tue Jul 25 19:31:41 GMT 2023","832","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testMoveOrgFolderToDashboard","testMoveOrgFolderToDashboard","The Organization folder can be moved from folder to dashboard"
"passed","Tue Jul 25 19:33:19 GMT 2023","Tue Jul 25 19:33:21 GMT 2023","1785","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Tue Jul 25 19:35:58 GMT 2023","Tue Jul 25 19:36:01 GMT 2023","2865","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testMoveFreestyleProjectInFolderUsingDropDownMenu","testMoveFreestyleProjectInFolderUsingDropDownMenu","Verify the ability to create a 'Freestyle Project' in the folder"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testCreateViews","testCreateViews","Verify that Multibranch Pipeline contains expected Views : Global View, List View, My View"
"passed","Tue Jul 25 19:38:55 GMT 2023","Tue Jul 25 19:38:56 GMT 2023","1494","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreatePipelineExistingNameError","testCreatePipelineExistingNameError","Check if pipeline job can be created with name, that is a name of already existing project"
"passed","Tue Jul 25 19:30:42 GMT 2023","Tue Jul 25 19:30:44 GMT 2023","2029","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Tue Jul 25 19:36:46 GMT 2023","Tue Jul 25 19:36:48 GMT 2023","2095","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectRenameProjectViaDropDownMenu","testMultiConfigurationProjectRenameProjectViaDropDownMenu","Verify that the multi-configuration project can be renamed in the drop-down menu"
"passed","Tue Jul 25 19:39:00 GMT 2023","Tue Jul 25 19:39:01 GMT 2023","1130","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testOrgFolderEmptyNameError","testOrgFolderEmptyNameError","Verify that organization folder can be created with empty name"
"passed","Tue Jul 25 19:29:45 GMT 2023","Tue Jul 25 19:29:47 GMT 2023","2134","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testDisablePipelineProjectMessage","testDisablePipelineProjectMessage","Check if pipeline project can be disabled"
"passed","Tue Jul 25 19:36:12 GMT 2023","Tue Jul 25 19:36:14 GMT 2023","1983","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectAddDescription","testMultiConfigurationProjectAddDescription","Verify that the multi-configuration project can be description can be added"
"passed","Tue Jul 25 19:32:41 GMT 2023","Tue Jul 25 19:32:43 GMT 2023","1530","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithEmptyConfirmPassword","testCreateUserWithEmptyConfirmPassword","Try to create user with empty 'Confirm password' field and verify that error message 'Password didn't match' appeared"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProject","testRenameFreestyleProject","Verify if the list of projects' names on Dashboard contains expected Project name.Thus proving that the project renamed successfully."
"passed","Tue Jul 25 19:32:09 GMT 2023","Tue Jul 25 19:32:10 GMT 2023","437","Surefire suite","Surefire test","tests.BuildHistoryTest","tests.BuildHistoryTest","testRedirectToMainPage","testRedirectToMainPage","Verify that click on Dashboard on 'BuildHistory' page redirects to the main page"
"passed","Tue Jul 25 19:35:13 GMT 2023","Tue Jul 25 19:35:16 GMT 2023","2676","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testCreateFolderInFolderFromCreateJob","testCreateFolderInFolderFromCreateJob","Verify the ability to create folder in the folder using the option 'Create a job'"
"passed","Tue Jul 25 19:31:07 GMT 2023","Tue Jul 25 19:31:19 GMT 2023","11138","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testWarningMessageIsDisappeared","testWarningMessageIsDisappeared","Verify if the warning message disappears when 'Name' field of 'Maven section' is filled in and 'Apply' button is clicked"
"passed","Tue Jul 25 19:38:22 GMT 2023","Tue Jul 25 19:38:22 GMT 2023","290","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testBuildStepsOptions","testBuildStepsOptions","Verify if all expected options are displayed in the 'Add build steps' dropdown of the 'Build Steps' section"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","2","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testCheckFieldsDaysAndMaxNumberOfBuildsToKeepInConfigure","testCheckFieldsDaysAndMaxNumberOfBuildsToKeepInConfigure","Verify if 'Days to keep builds' and 'Max # of builds to keep' settings of 'Discard old builds' are displayed upon saved"
"passed","Tue Jul 25 19:32:44 GMT 2023","Tue Jul 25 19:32:45 GMT 2023","1497","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithEmptyEmailAddress","testCreateUserWithEmptyEmailAddress","Try to create user with empty E-mail address and verify that error message 'Invalid e-mail address' appeared"
"passed","Tue Jul 25 19:30:39 GMT 2023","Tue Jul 25 19:30:41 GMT 2023","2342","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Tue Jul 25 19:38:19 GMT 2023","Tue Jul 25 19:38:20 GMT 2023","498","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"broken","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","6","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testCreateNewListViewWithExistingJob","testCreateNewListViewWithExistingJob",""
"passed","Tue Jul 25 19:35:41 GMT 2023","Tue Jul 25 19:35:41 GMT 2023","543","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testDeleteMultibranchPipelineFromFolder","testDeleteMultibranchPipelineFromFolder","Confirm that the 'Multibranch pipeline' no longer exists within the folder after it has been deleted"
"passed","Tue Jul 25 19:38:28 GMT 2023","Tue Jul 25 19:38:29 GMT 2023","1442","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewPipelineWithDescription","testCreateNewPipelineWithDescription","Verify if pipeline project with description can be created"
"passed","Tue Jul 25 19:31:23 GMT 2023","Tue Jul 25 19:31:26 GMT 2023","3673","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testCheckChildHealthMetrics","testCheckChildHealthMetrics","The child health metrics can be added to Organization folder"
"passed","Tue Jul 25 19:36:38 GMT 2023","Tue Jul 25 19:36:39 GMT 2023","553","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testEnableMultiConfigurationProject","testEnableMultiConfigurationProject","Verify that multi-configuration project can be enabled on dashboard"
"passed","Tue Jul 25 19:35:48 GMT 2023","Tue Jul 25 19:35:49 GMT 2023","1480","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testDeleteFolderUsingDropDown","testDeleteFolderUsingDropDown","Confirm that the folder was successfully deleted by using the dropdown menu"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testFreestyleProjectBuildDateAndTime","testFreestyleProjectBuildDateAndTime","Verify build time displayed in the 'Build History' section of the side menu s the same as system date and time"
"passed","Tue Jul 25 19:38:30 GMT 2023","Tue Jul 25 19:38:31 GMT 2023","1731","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewPipelineFromExisting","testCreateNewPipelineFromExisting","Check if pipeline project can be created as a copy of existing pipeline project"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"passed","Tue Jul 25 19:30:22 GMT 2023","Tue Jul 25 19:30:24 GMT 2023","2252","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Tue Jul 25 19:38:05 GMT 2023","Tue Jul 25 19:38:05 GMT 2023","469","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Tue Jul 25 19:38:15 GMT 2023","Tue Jul 25 19:38:16 GMT 2023","483","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Tue Jul 25 19:32:37 GMT 2023","Tue Jul 25 19:32:37 GMT 2023","603","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testDeleteNodeByDropDownOnDashboard","testDeleteNodeByDropDownOnDashboard","Delete Node By DropDown On Dashboard"
"passed","Tue Jul 25 19:31:34 GMT 2023","Tue Jul 25 19:31:36 GMT 2023","2309","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testDeleteOrganizationFolderDependsMethods","testDeleteOrganizationFolderDependsMethods","Verify that the 'Organization Folder' can be deleted with the 'Delete' on the side menu"
"passed","Tue Jul 25 19:31:20 GMT 2023","Tue Jul 25 19:31:22 GMT 2023","2172","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testChangeStatusToDisableOrgFolder","testChangeStatusToDisableOrgFolder","Verify that the 'Organization Folder' can be disable"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testListViewSideMenu","testListViewSideMenu","Verify if side menu options of the 'List View' view is equal to a default list"
"passed","Tue Jul 25 19:26:48 GMT 2023","Tue Jul 25 19:27:16 GMT 2023","27770","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testListViewCheckEveryAddColumnItem","testListViewCheckEveryAddColumnItem",""
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testEditGlobalViewPageViewNameLabelContainsDescription","testEditGlobalViewPageViewNameLabelContainsDescription","Verify if the 'View name' section text of the 'Global View' view is equals to the expected text"
"passed","Tue Jul 25 19:31:58 GMT 2023","Tue Jul 25 19:31:59 GMT 2023","835","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testUserDropdownMenuToOpenConfigureUserPage","testUserDropdownMenuToOpenConfigureUserPage","Verify if 'Configure' link in the User dropdown menu leads to the expected page that contains 'Add new Token' section"
"passed","Tue Jul 25 19:29:18 GMT 2023","Tue Jul 25 19:29:24 GMT 2023","5783","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testBuildNewPipelineSuccess","testBuildNewPipelineSuccess","Verify pipeline status is 'Success' if build with sample 'Hello World'"
"passed","Tue Jul 25 19:25:54 GMT 2023","Tue Jul 25 19:25:57 GMT 2023","3412","Surefire suite","Surefire test","tests.PeoplePageTest","tests.PeoplePageTest","testFindUserInThePeopleSection","testFindUserInThePeopleSection","Locate a newly created user within the 'People' section"
"passed","Tue Jul 25 19:34:25 GMT 2023","Tue Jul 25 19:34:26 GMT 2023","415","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testNewFullNameAfterReLogging","testNewFullNameAfterReLogging","Verify that the user, after logging out of the session, in which changing of the FullName have been made, is able to see the 'new FullName' in the header when logging in again"
"passed","Tue Jul 25 19:31:53 GMT 2023","Tue Jul 25 19:31:53 GMT 2023","542","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testLogoHeadIconReloadMainPage","testLogoHeadIconReloadMainPage","Verify that 'Search' field value contains expected text {text} and clear after click on the Jenkins icon"
"passed","Tue Jul 25 19:31:46 GMT 2023","Tue Jul 25 19:31:48 GMT 2023","2732","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testCheckTheAppropriateSearchResult","testCheckTheAppropriateSearchResult","Verify that list of search results is not empty and contains expected search request"
"passed","Tue Jul 25 19:35:21 GMT 2023","Tue Jul 25 19:35:22 GMT 2023","797","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testRenameFolderWithDescription","testRenameFolderWithDescription","Verify the ability to rename a folder's name with a description"
"passed","Tue Jul 25 19:38:18 GMT 2023","Tue Jul 25 19:38:18 GMT 2023","500","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Tue Jul 25 19:35:54 GMT 2023","Tue Jul 25 19:35:57 GMT 2023","3106","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testMoveFolderInFolderFromDropdownMenuMoveButton","testMoveFolderInFolderFromDropdownMenuMoveButton","Verify that the folder can be moved into another folder from dropdown menu"
"passed","Tue Jul 25 19:38:09 GMT 2023","Tue Jul 25 19:38:09 GMT 2023","514","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Tue Jul 25 19:30:19 GMT 2023","Tue Jul 25 19:30:21 GMT 2023","2373","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testSelectBuildPeriodicallyCheckbox","testSelectBuildPeriodicallyCheckbox","Verify if 'Build Periodically' checkbox in the 'Build Triggers' section is checked"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"passed","Tue Jul 25 19:30:58 GMT 2023","Tue Jul 25 19:31:00 GMT 2023","1939","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineWithValidName","testRenamePipelineWithValidName","Check if pipeline project can be renamed"
"broken","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","beforeMethod","beforeMethod",""
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testMyViewAddFilterBuildQueue","testMyViewAddFilterBuildQueue",""
"passed","Tue Jul 25 19:37:59 GMT 2023","Tue Jul 25 19:38:00 GMT 2023","1381","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewFreestyleProjectWithLongNameFrom256Characters","testCreateNewFreestyleProjectWithLongNameFrom256Characters","Check if a new freestyle project with name from 256 characters can be created"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testListViewAddFilterBuildQueue","testListViewAddFilterBuildQueue",""
"passed","Tue Jul 25 19:27:19 GMT 2023","Tue Jul 25 19:27:22 GMT 2023","3420","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testCreateListViewWithAddSettings","testCreateListViewWithAddSettings","Verify that created List Views contains added settings "
"broken","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","1","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testBuildGitProjectWithBuildStepsMaven","testBuildGitProjectWithBuildStepsMaven","Test if Console Output page  log contains 'T E S T S' section thus proving that tests of sourced project were run.Test if Console Output log contains 'BUILD SUCCESS' text thus proving that the run was successProject sourced from GitHub using Maven with Build Steps goal: 'test'"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testUnsavedChangesJavascriptAlert","testUnsavedChangesJavascriptAlert",""
"passed","Tue Jul 25 19:30:12 GMT 2023","Tue Jul 25 19:30:15 GMT 2023","2426","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Tue Jul 25 19:32:11 GMT 2023","Tue Jul 25 19:32:11 GMT 2023","556","Surefire suite","Surefire test","tests.BuildHistoryTest","tests.BuildHistoryTest","testRssItemsExist","testRssItemsExist","Verify that the icons of three RSS feeds exist on the 'Build History' page"
"passed","Tue Jul 25 19:33:03 GMT 2023","Tue Jul 25 19:33:05 GMT 2023","1768","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Tue Jul 25 19:36:42 GMT 2023","Tue Jul 25 19:36:42 GMT 2023","328","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectEnableCheckIconProjectName","testMultiConfigurationProjectEnableCheckIconProjectName","Verify that when you turn on the project, the project icon changes its status to 'enable' on the project configuration page"
"passed","Tue Jul 25 19:32:49 GMT 2023","Tue Jul 25 19:32:50 GMT 2023","1850","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithEmptyPassword","testCreateUserWithEmptyPassword","Try to create user with empty 'Password' field and verify that error message 'Password is required' appeared"
"passed","Tue Jul 25 19:32:46 GMT 2023","Tue Jul 25 19:32:48 GMT 2023","1734","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithEmptyName","testCreateUserWithEmptyName","Try to create user with empty name and verify that error message '"""" is prohibited as a username for security reasons.' appeared"
"passed","Tue Jul 25 19:35:45 GMT 2023","Tue Jul 25 19:35:47 GMT 2023","1521","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testDeleteFolder","testDeleteFolder","Verify that the folder can be deleted"
"passed","Tue Jul 25 19:29:54 GMT 2023","Tue Jul 25 19:29:56 GMT 2023","1252","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testPipelinePreviewDescription","testPipelinePreviewDescription","Verify the preview of description is displayed if fill out a description in the field of pipeline"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testConfigureJobAsParameterized","testConfigureJobAsParameterized","Verify that expected parameters are saved and displayed after build is completed "
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testCreateBuildNowOnFreestyleProjectPage","testCreateBuildNowOnFreestyleProjectPage","Verify if the build displayed in the 'Build History' section on the side menu by comparing number of builds before and after current build"
